,StartDate,EndDate,Status,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_5_TEXT,Q4,Q5,Q6,Q7a,Q7a_1,Q7a_2,Q7a_3,Q7b,Q7b_1,Q7c,Q7c_1,Q7c_2,Q7c_3,Q7d,Q7d_1,Q7d_2,Q7e,Q7e_1,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12a,Q13_1_1,Q13_2_1,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q15,Q16,Q16_5_TEXT,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17a,Q18,Q19,Q19_9_TEXT,Q20,Q20_5_TEXT,Q21,Q21_7_TEXT,Q22,Q23
64,5/18/2022 1:10,5/18/2022 1:32,IP Address,100,1286,TRUE,5/18/2022 1:32,R_1Krjq9SbtvL0co8,,52.0134,4.3655,email,EN,35-54 years old,Unsure,Human geography,,Qualitative,Very little,Perhaps it refers to whether a certain methodological approach can be reproduced to answer the same RQ but in a different social/geographical context? I would understand it as a synonym of replicability.,Very little,Rarely,Obtaining or collecting data,Never,Not at all,,Somewhat,Rarely,Some of the time,Never,Not at all,,,Not at all,,Disagree,Agree,Disagree,Agree,Disagree,Agree,Yes,Yes,Yes,,No,No,No,,,,,,,,,,80,5,Never,Rarely,Rarely,Occasionally,Occasionally,Rarely,Never,Rarely,Never,Occasionally,Never,Occasionally,The social environment is not like a laboratory; usually it cannot be controlled (unless in experiments where researchers create a controlled environment). ,Principal investigator of the study,,Somewhat not important,Somewhat important,Somewhat important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat important,Somewhat important,,16+ people,Post-doctoral fellow,,Female,,Other,,Netherlands,
65,5/18/2022 1:16,5/18/2022 1:32,IP Address,100,991,TRUE,5/18/2022 1:32,R_3F41dYo81zi1Dq1,,33.5564,133.5437,email,EN,55+ years old,Yes,"Physical geography, earth and environmental sciences",,Mixed Methods,Somewhat,,Very little,Rarely,"Data analysis,Data visualization or mapping",Rarely,Somewhat,Most of the time,Somewhat,Most of the time,Some of the time,Rarely,Very little,Rarely,Rarely,Very little,Rarely,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,Yes,No,Yes,No,Yes,No,,,,,,,,,,60,80,,Frequently,Occasionally,Occasionally,,Occasionally,,,Occasionally,Rarely,Occasionally,,,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency",,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,,,2 - 5 people,Research scientist,,Male,,Asian,,,
66,5/18/2022 1:19,5/18/2022 1:35,IP Address,100,938,TRUE,5/18/2022 1:35,R_2qmdq7S2dUyceXc,,47.9908,7.8578,email,EN,35-54 years old,Yes,"Physical geography, earth and environmental sciences",,Quantitative,To a great extent,"For me, reproducibility means that I describe the methods and data used for gaining my results in such a way that someone else can analyse the data following this description and will yield the same results.",To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Most of the time,Somewhat,Some of the time,To a great extent,Most of the time,Some of the time,Some of the time,Somewhat,Some of the time,Never,Not at all,,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Yes,Yes,Yes,Yes,No,Yes,Yes,"In reviewing I take it as my duty to at least do a plausibilty check on the data published. 

With my own research, I always try to reproduce the results at least once. But maybe more to check for my own mistakes instead of checking for reproducibility.",Some,Some,None,"Yes, some","Yes, some",No,Did not attempt,,40,65,Rarely,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,,"Principal investigator of the study,Other (specify)",Supervisors of PhDs,Somewhat important,Somewhat important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Somewhat important,,2 - 5 people,Assistant professor/lecturer,,Male,,White,,Germany,I would like to be entered into the prize draw
67,5/18/2022 1:21,5/18/2022 1:35,IP Address,100,830,TRUE,5/18/2022 1:35,R_232CtupawfIiXtq,,33.8333,35.8333,email,EN,18-34 years old,Yes,"Geographic methods, GIS, spatial statistics",,Mixed Methods,Somewhat,"To be able to reproduce, extrapolate and transfer approaches/outputs",To a great extent,Always,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Always,Somewhat,Always,Somewhat,Some of the time,Always,Most of the time,To a great extent,Always,Always,Very little,Never,Agree,Disagree,Agree,Agree,Strongly agree,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sharing knowledge should not be limited. Reproducibility would have a great impact on science improvements. ,Some,Some,Some,"Yes, some",No,No,No,,50,30,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Rarely,Rarely,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,,Funding agency,,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,,11 - 15 people,Associate professor/lecturer,,Male,,White,,Lebanon,
68,5/18/2022 1:18,5/18/2022 1:40,IP Address,100,1286,TRUE,5/18/2022 1:40,R_2R1TeCsxjcIFE0G,,55.6588,12.0825,email,EN,35-54 years old,Yes,Human geography,,Mixed Methods,Somewhat,a scientific ideal from applied sciences that under experimental conditions a test of a given hypothesis should be reproduciable ,To a great extent,Some of the time,"Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Some of the time,To a great extent,Most of the time,To a great extent,Rarely,Never,Never,Very little,Never,,Not at all,,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,No,,,Yes,No,No,No,,,,,,,,,,?,?,Rarely,Rarely,,,,,,,,,,,There is a problem i your frasing of the questions which is biased toward that reproducibility is par se a desiarable thing for instance you do not ask if it is relevant at all - secondly your questions is biased toward quantitative data. Doing interviews and fieldwork in accordance with ethical standarts which require  forinstance anynomity prevents us from publishing 1000 of pags of transcription and field notens.  transparancy is in my opinion much more important that an apriori standardization of reproductibility. ,,,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,,11 - 15 people,Associate professor/lecturer,,Male,,Other,WTF..! what planet are you from? where have you been the past 25 years? cant be serious asking about race in an academic survey in the 21st century ,Denmark,
69,5/18/2022 1:24,5/18/2022 1:40,IP Address,100,1015,TRUE,5/18/2022 1:40,R_3LX7ytWfSIQqTFL,,43.7891,11.2356,email,EN,55+ years old,Yes,"Physical geography, earth and environmental sciences",,Mixed Methods,Somewhat,I understand reproducibility within the frame of teh Galilean Scientific Method,Somewhat,Never,,,To a great extent,Most of the time,To a great extent,Some of the time,Never,Never,Not at all,,,Very little,Never,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,No,No,No,Yes,No,No,Yes,Investigate alternative data intepretation,Some,Some,Some,No,No,No,"Yes, some",,50,30,Rarely,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Rarely,Frequently,Never,Rarely,Rarely,Rarely,Scientisst wan to exploit their own data first and benefit from the outcoming publications in terms of career advancement,Principal investigator of the study,,Somewhat important,Very important,Very important,Very important,Somewhat not important,Somewhat not important,Somewhat not important,Not important,Somewhat not important,Somewhat not important,,2 - 5 people,Full professor/lecturer,,Male,,Other,,Italy,
70,5/18/2022 1:36,5/18/2022 1:45,IP Address,100,500,TRUE,5/18/2022 1:45,R_2SuGIRTFQDqTnsA,,53.4467,-2.225,email,EN,35-54 years old,Yes,Human geography,,Qualitative,Somewhat,"I would understand it to mean that research findings can be reproduced in additional studies (ie. someone could follow my research design and presumably come up with the same results). It strikes me as a term that makes more sense for researchers using quantitative methods, however. As someone who largely deploys ethnographic and qualitative methods it is hard for me to imagine any of my work ever being reproducible (and would ignore the fact that my research findings are less about my study design and more about my interpretation/analysis). ",Somewhat,Some of the time,"Obtaining or collecting data,Data visualization or mapping",Never,Not at all,,Somewhat,Rarely,Never,Never,Not at all,,,Not at all,,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,No,No,No,No,No,No,No,,,,,,,,,,20,0,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Frequently,"Question seems to be applying that we should all be striving for reproducibility, an assertion I don't agree with. This ignore the critical role of interpretation and analysis and assumes a specific kind of research design that is now shared by most in my subfield. ",Principal investigator of the study,,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Not important,Do not think reproducibility is important. ,2 - 5 people,Assistant professor/lecturer,,Male,,White,,United Kingdom of Great Britain and Northern Ireland,I would like to be entered into the prize draw
71,5/18/2022 1:48,5/18/2022 1:55,IP Address,100,463,TRUE,5/18/2022 1:55,R_2duJsIjzmsptTyJ,,50.1668,-5.1181,email,EN,18-34 years old,Unsure,Nature and society,,Quantitative,To a great extent,Ensuring that research is replicable.,To a great extent,Most of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Some of the time,Somewhat,Some of the time,To a great extent,Always,Always,Some of the time,To a great extent,Some of the time,Rarely,To a great extent,Never,Strongly disagree,Disagree,Disagree,Agree,Agree,Strongly disagree,Yes,Yes,No,Yes,Yes,No,No,,,,,,,,,,70,70,Rarely,Occasionally,Occasionally,Frequently,Frequently,Frequently,Frequently,Occasionally,Frequently,Frequently,Frequently,Frequently,,"Principal investigator of the study,Peer-reviewer(s),Journal editor(s),Funding agency",,Very important,Very important,Very important,Very important,Very important,Very important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,,6 - 10 people,Post-doctoral fellow,,Male,,White,,United Kingdom of Great Britain and Northern Ireland,I would like to be entered into the prize draw
72,5/18/2022 1:42,5/18/2022 1:58,IP Address,100,963,TRUE,5/18/2022 1:58,R_2BzVtanpf2gRXaV,,59.955,10.859,email,EN,35-54 years old,Yes,Human geography,,Quantitative,To a great extent,"The ability to reproduce a certain task or method, using only the information provided in the methods section.",Somewhat,Some of the time,Data analysis,Always,Very little,Never,Very little,Never,,Never,Not at all,,,Not at all,,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,,Yes,Yes,Yes,No,No,Yes,No,,,,,,,,,,50,50,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Rarely,Mismatch of available data; lack of specific software; lack of detailed information on methodologic decisions when using specific analysis.,Principal investigator of the study,,Very important,Somewhat important,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Very important,,2 - 5 people,Post-doctoral fellow,,Female,,White,,Portugal,I would like to be entered into the prize draw
73,5/18/2022 2:30,5/18/2022 2:39,IP Address,100,493,TRUE,5/18/2022 2:39,R_1nVY94yMGyX8wzu,,51.279,1.0763,email,EN,35-54 years old,Unsure,Human geography,,Qualitative,Somewhat,I don't use the term in my own research. To me it simply means that a certain result or set of results in a study can be reproduced in another study. ,Very little,Rarely,,Never,Not at all,,Very little,Never,,Never,Not at all,,,Somewhat,Never,Disagree,Agree,Agree,,Disagree,Disagree,No,No,Yes,No,No,No,No,,,,,,,,,,,,Rarely,Rarely,Occasionally,Rarely,Rarely,Rarely,Rarely,,,Occasionally,Rarely,Frequently,,Principal investigator of the study,,Somewhat not important,Somewhat important,Somewhat important,Somewhat not important,Somewhat not important,Not important,Somewhat not important,Somewhat not important,Somewhat important,Very important,,1 person,Assistant professor/lecturer,,Male,,White,,United Kingdom of Great Britain and Northern Ireland,I would like to be entered into the prize draw
74,5/18/2022 2:36,5/18/2022 2:47,IP Address,100,627,TRUE,5/18/2022 2:47,R_0DhQQK20MQEx7uF,,53.2271,6.6577,email,EN,55+ years old,Yes,Human geography,,Quantitative,To a great extent,My reporting about the research should be so transparent that other researchers would be able to do the same research and check their results against mine. If possible the data I collected/used should be made available to the public so as to allow a replication study.,To a great extent,Some of the time,"Obtaining or collecting data,Data cleaning or pre-processing,Data analysis,Data visualization or mapping",Some of the time,Very little,Rarely,To a great extent,Some of the time,Some of the time,Some of the time,Somewhat,Rarely,Never,Not at all,,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Yes,Yes,Yes,Yes,No,No,No,,,,,,,,,,60,50,Rarely,Occasionally,Frequently,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Frequently,Occasionally,Complexity of interpretation of data,"Principal investigator of the study,Funding agency",,Somewhat important,Very important,Very important,Somewhat not important,Somewhat important,Somewhat important,Somewhat important,Somewhat not important,Very important,Very important,,16+ people,Associate professor/lecturer,,Male,,White,,Netherlands,I would like to be entered into the prize draw
75,5/18/2022 2:51,5/18/2022 2:59,IP Address,100,490,TRUE,5/18/2022 2:59,R_uqNmBU2mq5WlV7j,,51.5648,-0.1374,email,EN,55+ years old,Yes,Nature and society,,Qualitative,Somewhat,"That other researchers could replicate the ethod with broadly the same findings. No guarantee of that in participatory qualitative research, which is context specific.  ",Somewhat,Rarely,Data visualization or mapping,Rarely,To a great extent,Most of the time,To a great extent,Always,Always,Rarely,To a great extent,Always,Never,Very little,Rarely,Strongly disagree,Strongly agree,Agree,Agree,Disagree,Agree,Yes,No,No,Yes,Yes,No,No,,,,,,,,,,60,45,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Occasionally,Rarely,Occasionally,Frequently,Occasionally,Occasionally,Frequently,,Principal investigator of the study,,Somewhat important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,Somewhat not important,,2 - 5 people,Post-doctoral fellow,,Female,,White,,United Kingdom of Great Britain and Northern Ireland,I would like to be entered into the prize draw
